Software,Parameter,Code Snippet,Code Pattern,Overall Impact,Effect on Software Behavior,How to Control Software Behavior,Special Effect on Software,Bad consequences,Log Information,On-the-fly Update,"The ""Crisis"" Behind Specific Interactions"
yarn,AM_SCHEDULING_NODE_BLACKLISTING_ENABLED,"    if (amBlacklistingEnabled) {
      blacklistDisableThreshold = conf.getFloat(
          YarnConfiguration.AM_SCHEDULING_NODE_BLACKLISTING_DISABLE_THRESHOLD,
          YarnConfiguration.
          DEFAULT_AM_SCHEDULING_NODE_BLACKLISTING_DISABLE_THRESHOLD);
      // Verify whether blacklistDisableThreshold is valid. And for invalid
      // threshold, reset to global level blacklistDisableThreshold
      // configured.
      if (blacklistDisableThreshold < MINIMUM_AM_BLACKLIST_THRESHOLD_VALUE ||
          blacklistDisableThreshold > MAXIMUM_AM_BLACKLIST_THRESHOLD_VALUE) {
        blacklistDisableThreshold = YarnConfiguration.
            DEFAULT_AM_SCHEDULING_NODE_BLACKLISTING_DISABLE_THRESHOLD;
      }
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
yarn,TIMELINE_SERVICE_READ_AUTH_ENABLED,"    if (isWhitelistReadAuthEnabledStr == null) {
      isWhitelistReadAuthEnabled =
          YarnConfiguration.DEFAULT_TIMELINE_SERVICE_READ_AUTH_ENABLED;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Same as default value
yarn,IN_MEMORY_STALENESS_PERIOD_MINS,"    int stalenessMinutes =
        conf.getInt(YarnConfiguration.IN_MEMORY_STALENESS_PERIOD_MINS,
            YarnConfiguration.DEFAULT_IN_MEMORY_STALENESS_PERIOD_MINS);
    // non-positive value is invalid; use the default
    if (stalenessMinutes <= 0) {
      throw new HadoopIllegalArgumentException(""Non-positive staleness value: ""
          + stalenessMinutes
          + "". The staleness value must be greater than zero."");
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
yarn,RM_AM_MAX_ATTEMPTS,"    if (rmMaxAppAttempts <= 0) {
      throw new YarnRuntimeException(""Invalid rm am max attempts configuration""
          + "", "" + YarnConfiguration.RM_AM_MAX_ATTEMPTS
          + ""="" + rmMaxAppAttempts + "", it should be a positive integer."");
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
yarn,RM_SCHEDULER_MINIMUM_ALLOCATION_VCORES,"    if (minVcores <= 0 || minVcores > maxVcores) {
      throw new YarnRuntimeException(""Invalid resource scheduler vcores""
              + "" allocation configuration""
              + "", "" + YarnConfiguration.RM_SCHEDULER_MINIMUM_ALLOCATION_VCORES
              + ""="" + minVcores
              + "", "" + YarnConfiguration.RM_SCHEDULER_MAXIMUM_ALLOCATION_VCORES
              + ""="" + maxVcores + "", min and max should be greater than 0""
              + "", max should be no smaller than min."");
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
yarn,RM_TIMELINE_SERVER_V1_PUBLISHER_DISPATCHER_BATCH_SIZE,"      if (dispatcherBatchSize <= 1) {
        throw new IllegalArgumentException(
            ""RM_TIMELINE_SERVER_V1_PUBLISHER_DISPATCHER_BATCH_SIZE should be greater than 1"");
      }      sendEventThreadPool = Executors.newFixedThreadPool(dispatcherPoolSize);
      entityQueue = new LinkedBlockingQueue<>(dispatcherBatchSize + 1);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
yarn,NM_CLIENT_ASYNC_THREAD_POOL_MAX_SIZE,"              int newThreadPoolSize = Math.min(maxThreadPoolSize,
                  idealThreadPoolSize + INITIAL_THREAD_POOL_SIZE);",C->P,Functionality and Others,/,/,/,unexpected results,/,no,/
yarn,RM_EPOCH_RANGE,"    if (epochRange > 0) {
      epochVal %= epochRange;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,ROUTER_CLIENTRM_SUBMIT_RETRY,"    if (actualRetryNums < 0) {
      return 0;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,FEDERATION_AMRMPROXY_REGISTER_UAM_RETRY_COUNT,if (this.registerUamRetryNum <= 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,DistributedOpportunisticContainerAllocator,if (maxAllocationsPerAMHeartbeat > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,FLOW_NAME_MAX_SIZE,"    if (length <= 0) {
      return flowName;
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,NM_OPPORTUNISTIC_CONTAINERS_MAX_QUEUE_LENGTH,"        if (maxOppQueueLength <= 0) {
          isQueued = false;
",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,RM_NODE_IP_CACHE_EXPIRY_INTERVAL_SECS,"    if (nodeIpCacheTimeout <= 0) {
      resolver = new DirectResolver();",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,TIMELINE_SERVICE_CLIENT_MAX_RETRIES,"      Preconditions.checkArgument(
          conf.getInt(YarnConfiguration.TIMELINE_SERVICE_CLIENT_MAX_RETRIES,
              YarnConfiguration.DEFAULT_TIMELINE_SERVICE_CLIENT_MAX_RETRIES)
              >= -1,
          ""%s property value should be greater than or equal to -1"",
          YarnConfiguration.TIMELINE_SERVICE_CLIENT_MAX_RETRIES);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,TIMELINE_SERVICE_HANDLER_THREAD_COUNT,"    Preconditions.checkArgument(conf.getInt(
        YarnConfiguration.TIMELINE_SERVICE_HANDLER_THREAD_COUNT,
        YarnConfiguration.DEFAULT_TIMELINE_SERVICE_CLIENT_THREAD_COUNT) > 0,
        ""%s property value should be greater than zero"",
        YarnConfiguration.TIMELINE_SERVICE_HANDLER_THREAD_COUNT);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,TIMELINE_SERVICE_LEVELDB_MAX_OPEN_FILES,"    Preconditions.checkArgument(conf.getLong(
        TIMELINE_SERVICE_LEVELDB_MAX_OPEN_FILES,
        DEFAULT_TIMELINE_SERVICE_LEVELDB_MAX_OPEN_FILES) > 0,
        ""%s property value should be greater than zero"",
        TIMELINE_SERVICE_LEVELDB_MAX_OPEN_FILES);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,TIMELINE_SERVICE_LEVELDB_READ_CACHE_SIZE,"    Preconditions.checkArgument(conf.getLong(
        TIMELINE_SERVICE_LEVELDB_READ_CACHE_SIZE,
        DEFAULT_TIMELINE_SERVICE_LEVELDB_READ_CACHE_SIZE) >= 0,
        ""%s property value should be greater than or equal to zero"",
        TIMELINE_SERVICE_LEVELDB_READ_CACHE_SIZE);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
yarn,TIMELINE_SERVICE_LEVELDB_START_TIME_WRITE_CACHE_SIZE,"    Preconditions.checkArgument(conf.getLong(
        YarnConfiguration.TIMELINE_SERVICE_LEVELDB_START_TIME_WRITE_CACHE_SIZE,
        YarnConfiguration.DEFAULT_TIMELINE_SERVICE_LEVELDB_START_TIME_WRITE_CACHE_SIZE) > 0,
        ""%s property value should be greater than zero"",
        YarnConfiguration.TIMELINE_SERVICE_LEVELDB_START_TIME_WRITE_CACHE_SIZE);",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
zookeeper,zookeeper.commitLogCount,"            if (commitLogCount < DEFAULT_COMMIT_LOG_COUNT) {
                commitLogCount = DEFAULT_COMMIT_LOG_COUNT;
                LOG.warn(
                    ""The configured commitLogCount {} is less than the recommended {}, going to use the recommended one"",
                    COMMIT_LOG_COUNT,
                    DEFAULT_COMMIT_LOG_COUNT);
            }",C->P,Reliability,Misconfiguration Prevention,specious config,/,unexpected results,"LOG.warn(
""The configured commitLogCount {} is less than the recommended {}, going to use the recommended one"",
 COMMIT_LOG_COUNT,                    DEFAULT_COMMIT_LOG_COUNT);",no,Same as default value
zookeeper,zookeeper.connection_throttle_global_session_weight,"        if (globalWeight <= 0) {
            LOG.warn(""Invalid global session weight {}. It should be larger than 0"", globalWeight);
            DEFAULT_GLOBAL_SESSION_WEIGHT = 3;
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,"LOG.warn(""Invalid global session weight {}. It should be larger than 0"", globalWeight);",no,Same as default value
zookeeper,zookeeper.connection_throttle_drop_increase,"        if (diff > freezeTime) {
            if ((length == limit) && (drop < 1)) {
                drop = Math.min(drop + dropIncrease, 1);
            } else if ((length <= threshold) && (drop > 0)) {
                drop = Math.max(drop - dropDecrease, 0);
            }
            lastFreeze = now;
        }

        return !(rng.nextDouble() < drop);
    }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,unexpected results,/,no,Differ from the parameters' default value
zookeeper,zookeeper.watcherCleanThreadsNum,"        while (maxInProcessingDeadWatchers > 0 && !stopped && totalDeadWatchers.get() >= maxInProcessingDeadWatchers) {
            try {
                RATE_LOGGER.rateLimitLog(""Waiting for dead watchers cleaning"");
                long startTime = Time.currentElapsedTime();
                synchronized (processingCompletedEvent) {
                    processingCompletedEvent.wait(100);
                }
                long latency = Time.currentElapsedTime() - startTime;
                ServerMetrics.getMetrics().ADD_DEAD_WATCHER_STALL_TIME.add(latency);
            } catch (InterruptedException e) {
                LOG.info(""Got interrupted while waiting for dead watches queue size"");
                break;
            }
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
zookeeper,zookeeper.commitProcessor.maxCommitBatchSize,"        if (maxCommitBatchSize <= 0) {
            String errorMsg = ""maxCommitBatchSize must be positive, was "" + maxCommitBatchSize;
            throw new IllegalArgumentException(errorMsg);
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
zookeeper,zookeeper.leader.maxConcurrentSnapSyncs,"        if (maxConcurrentSyncs <= 0) {
            String errorMsg = ""maxConcurrentSyncs must be positive, was "" + maxConcurrentSyncs;
            throw new IllegalArgumentException(errorMsg);
        }",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,runtime error,/,no,/
zookeeper,zookeeper.commitProcessor.maxReadBatchSize,"                while (!stopped
                       && requestsToProcess > 0
                       && (maxReadBatchSize < 0 || readsProcessed <= maxReadBatchSize)
                       && (request = queuedRequests.poll()) != null) {",C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
zookeeper,zookeeper.maxBatchSize,return (maxBatchSize > 0) && (toFlush.size() >= maxBatchSize);,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
zookeeper,zookeeper.request_throttle_max_requests,if (maxRequests > 0) {,C->P,Reliability,Misconfiguration Prevention,Invalid config,/,/,/,no,/
