Software,Parameter,Code Snippet,Code Pattern,Overall Impact,Effect on Software Behavior,How to Control Software Behavior,Special Effect on Software,Bad consequences,Log Information,On-the-fly Update,"The ""Crisis"" Behind Specific Interactions"
mysql,innodb_ft_cache_size,"        if ((cache->total_size - cache->total_size_before_sync >
                 fts_max_cache_size / 10 ||
             fts_need_sync) &&
            !cache->sync->in_progress) {
          need_sync = true;
          cache->total_size_before_sync = cache->total_size;
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
mysql,stored_program_cache,"  void enforce_limit(ulong upper_limit_for_elements) {
    if (m_hashtable.size() > upper_limit_for_elements) m_hashtable.clear();
  }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,sync_masterinfo_period,if (!error && (force || (sync_period && ++(sync_counter) >= sync_period))) {,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
mysql,myisam_mmap_size,"      eom = data_file_length >
            myisam_mmap_size - myisam_mmap_used - MEMMAP_EXTRA_MARGIN;",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,unexpected results,/,yes,Inappropriate threshold in P¡úV
nginx,max_errors,"        if (s->errors >= cscf->max_errors) {
            ngx_log_error(NGX_LOG_INFO, c->log, 0,
                          ""client sent too many invalid commands"");
            s->quit = 1;
        }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,"            ngx_log_error(NGX_LOG_INFO, c->log, 0,
                          ""client sent too many invalid commands"");",yes,Inappropriate threshold in P¡úV
nginx,fastcgi_next_upstream_tries,"    if (pscf->next_upstream_tries
        && u->peer.tries > pscf->next_upstream_tries)
    {
        u->peer.tries = pscf->next_upstream_tries;
    }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
nginx,open_file_cache_valid,"        if (file->use_event
            || (file->event == NULL
                && (of->uniq == 0 || of->uniq == file->uniq)
                && now - file->created < of->valid",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
nginx,lingering_timeout,"    if (timer > clcf->lingering_timeout) {
        timer = clcf->lingering_timeout;
    }",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
nginx,limit_conn,"            if ((ngx_uint_t) lc->conn >= limits[i].conn) {

                ngx_shmtx_unlock(&ctx->shpool->mutex);

                ngx_log_error(lccf->log_level, r->connection->log, 0,
                              ""limiting connections%s by zone \""%V\"""",
                              lccf->dry_run ? "", dry run,"" : """",
                              &limits[i].shm_zone->shm.name);

                ngx_http_limit_conn_cleanup_all(r->pool);

                if (lccf->dry_run) {
                    r->main->limit_conn_status =
                                          NGX_HTTP_LIMIT_CONN_REJECTED_DRY_RUN;
                    return NGX_DECLINED;
                }

                r->main->limit_conn_status = NGX_HTTP_LIMIT_CONN_REJECTED;

                return lccf->status_code;
            }

            lc->conn++;",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"                ngx_log_error(lccf->log_level, r->connection->log, 0,
                              ""limiting connections%s by zone \""%V\"""",
                              lccf->dry_run ? "", dry run,"" : """",
                              &limits[i].shm_zone->shm.name);",yes,Inappropriate threshold in P¡úV
nginx,large_client_header_buffers,"            if (n > cscf->large_client_header_buffers.size) {
                ngx_log_error(NGX_LOG_INFO, c->log, 0,
                              ""client sent too large field line"");
                return NGX_HTTP_V3_ERR_EXCESSIVE_LOAD;
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"                ngx_log_error(NGX_LOG_INFO, c->log, 0,
                              ""client sent too large field line"");",yes,Inappropriate threshold in P¡úV
nginx,hls_mp4_max_buffer_size,"        if (atom_data_size > conf->max_buffer_size) {
            ngx_log_error(NGX_LOG_ERR, mp4->file.log, 0,
                          ""\""%s\"" mp4 moov atom is too large:%uL, ""
                          ""you may want to increase mp4_max_buffer_size"",
                          mp4->file.name.data, atom_data_size);
            return NGX_ERROR;
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"            ngx_log_error(NGX_LOG_ERR, mp4->file.log, 0,
                          ""\""%s\"" mp4 moov atom is too large:%uL, ""
                          ""you may want to increase mp4_max_buffer_size"",
                          mp4->file.name.data, atom_data_size);",yes,Inappropriate threshold in P¡úV
nginx,hls_mp4_buffer_size,"    if (mp4->buffer_size < size) {
        ngx_log_error(NGX_LOG_ERR, mp4->file.log, 0,
                      ""\""%s\"" mp4 file truncated"", mp4->file.name.data);
        return NGX_ERROR;
    }

    if (mp4->buffer == NULL) {
        mp4->buffer = ngx_palloc(mp4->request->pool, mp4->buffer_size);
        if (mp4->buffer == NULL) {
            return NGX_ERROR;
        }

        mp4->buffer_start = mp4->buffer;
    }

    n = ngx_read_file(&mp4->file, mp4->buffer_start, mp4->buffer_size,
                      mp4->offset);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"        ngx_log_error(NGX_LOG_ERR, mp4->file.log, 0,
                      ""\""%s\"" mp4 file truncated"", mp4->file.name.data);
        return NGX_ERROR;",yes,Inappropriate threshold in P¡úV
nginx,client_max_body_size,"    if (r->headers_in.content_length_n != -1
        && !r->discard_body
        && clcf->client_max_body_size
        && clcf->client_max_body_size < r->headers_in.content_length_n)
    {
        ngx_log_error(NGX_LOG_ERR, r->connection->log, 0,
                      ""client intended to send too large body: %O bytes"",
                      r->headers_in.content_length_n);

        r->expect_tested = 1;
        (void) ngx_http_discard_request_body(r);
        ngx_http_finalize_request(r, NGX_HTTP_REQUEST_ENTITY_TOO_LARGE);
        return NGX_OK;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"        ngx_log_error(NGX_LOG_ERR, r->connection->log, 0,
                      ""client intended to send too large body: %O bytes"",
                      r->headers_in.content_length_n);",yes,Inappropriate threshold in P¡úV
nginx,image_filter_buffer,"    if (len != -1 && len > (off_t) conf->buffer_size) {
        ngx_log_error(NGX_LOG_ERR, r->connection->log, 0,
                      ""image filter: too big response: %O"", len);

        return NGX_HTTP_UNSUPPORTED_MEDIA_TYPE;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"        ngx_log_error(NGX_LOG_ERR, r->connection->log, 0,
                      ""image filter: too big response: %O"", len);",yes,Inappropriate threshold in P¡úV
nginx,http2_max_requests,"    if (h2c->idle++ > 10 * clcf->keepalive_requests) {
        ngx_log_error(NGX_LOG_INFO, h2c->connection->log, 0,
                      ""http2 flood detected"");
        ngx_http_v2_finalize_connection(h2c, NGX_HTTP_V2_NO_ERROR);
        return;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,"        ngx_log_error(NGX_LOG_INFO, h2c->connection->log, 0,
                      ""http2 flood detected"");",yes,Inappropriate threshold in P¡úV
nginx,gzip_min_length,"    if (!conf->enable
        || (r->headers_out.status != NGX_HTTP_OK
            && r->headers_out.status != NGX_HTTP_FORBIDDEN
            && r->headers_out.status != NGX_HTTP_NOT_FOUND)
        || (r->headers_out.content_encoding
            && r->headers_out.content_encoding->value.len)
        || (r->headers_out.content_length_n != -1
            && r->headers_out.content_length_n < conf->min_length)
        || ngx_http_test_content_type(r, &conf->types) == NULL
        || r->header_only)
    {
        return ngx_http_next_header_filter(r);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,map_hash_max_size,"    for (size = start; size <= hinit->max_size; size++) {

        ngx_memzero(test, size * sizeof(u_short));

        for (n = 0; n < nelts; n++) {
            if (names[n].key.data == NULL) {
                continue;
            }

            key = names[n].key_hash % size;
            len = test[key] + NGX_HASH_ELT_SIZE(&names[n]);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,fastcgi_temp_file_write_size,"            if (prev_last_shadow
                && ((size + bsize > p->temp_file_write_size)
                    || (p->temp_file->offset + size + bsize
                        > p->max_temp_file_size)))
            {
                break;
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,output_buffers,"        if (bsize >= (off_t) ctx->bufs.size) {
            return NGX_DECLINED;
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,perl_require,"    for (i = 0; i < requires->nelts; i++) {

        require_pv((char *) script[i].data);

        if (SvTRUE(ERRSV)) {

            err = (u_char *) SvPV(ERRSV, len);
            while (--len && (err[len] == CR || err[len] == LF)) { /* void */ }

            ngx_log_error(NGX_LOG_EMERG, log, 0,
                          ""require_pv(\""%s\"") failed: \""%*s\"""",
                          script[i].data, len + 1, err);

            return NGX_ERROR;
        }
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,proxy_headers_hash_bucket_size,"    if (hinit->max_size > 10000 && nelts && hinit->max_size / nelts < 100) {
        start = hinit->max_size - 1000;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,proxy_temp_file_write_size,"    if (conf->upstream.temp_file_write_size < size) {
        ngx_conf_log_error(NGX_LOG_EMERG, cf, 0,
             ""\""proxy_temp_file_write_size\"" must be equal to or greater ""
             ""than the maximum of the value of \""proxy_buffer_size\"" and ""
             ""one of the \""proxy_buffers\"""");

        return NGX_CONF_ERROR;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,quic_active_connection_id_limit,if (qc->nclient_ids > qc->tp.active_connection_id_limit) {,P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,uwsgi_cache_max_range_offset,"
    if (offset >= u->conf->cache_max_range_offset) {
        return NGX_DECLINED;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,gzip_min_length,"    if (!conf->enable
        || (r->headers_out.status != NGX_HTTP_OK
            && r->headers_out.status != NGX_HTTP_FORBIDDEN
            && r->headers_out.status != NGX_HTTP_NOT_FOUND)
        || (r->headers_out.content_encoding
            && r->headers_out.content_encoding->value.len)
        || (r->headers_out.content_length_n != -1
            && r->headers_out.content_length_n < conf->min_length)
        || ngx_http_test_content_type(r, &conf->types) == NULL
        || r->header_only)
    {
        return ngx_http_next_header_filter(r);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,gzip_min_length,"    if (!conf->enable
        || (r->headers_out.status != NGX_HTTP_OK
            && r->headers_out.status != NGX_HTTP_FORBIDDEN
            && r->headers_out.status != NGX_HTTP_NOT_FOUND)
        || (r->headers_out.content_encoding
            && r->headers_out.content_encoding->value.len)
        || (r->headers_out.content_length_n != -1
            && r->headers_out.content_length_n < conf->min_length)
        || ngx_http_test_content_type(r, &conf->types) == NULL
        || r->header_only)
    {
        return ngx_http_next_header_filter(r);
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,proxy_download_rate,"                if (c->type == SOCK_STREAM && (off_t) size > limit) {
                    size = (size_t) limit;
                }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,scgi_cache_min_uses,"    if (!(ngx_event_flags & NGX_USE_VNODE_EVENT)
        || !of->events
        || file->event
        || of->fd == NGX_INVALID_FILE
        || file->uses < of->min_uses)
    {
        return;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,keepalive_time,"    if (n + 1 == clcf->keepalive_requests
        || ngx_current_msec - c->start_time > clcf->keepalive_time)
    {
        h3c->goaway = 1;

        if (!h3c->hq) {
            if (ngx_http_v3_send_goaway(c, h3c->next_request_id) != NGX_OK) {
                ngx_http_close_connection(c);
                return;
            }
        }

        ngx_http_v3_shutdown_connection(c, NGX_HTTP_V3_ERR_NO_ERROR,
                                        ""reached maximum number of requests"");
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
nginx,limit_req_log_level,"    if (log->log_level >= level) {
        va_start(args, fmt);
        ngx_log_error_core(level, log, err, fmt, args);
        va_end(args);
    }",P¡úV,Functionality and Others,/,/,/,/,/,yes,/
postgresql,XLogArchiveTimeout,"	if ((int) (now - last_xlog_switch_time) >= XLogArchiveTimeout)
	{",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,"				elog(DEBUG1, ""write-ahead log switch forced (archive_timeout=%d)"",
					 XLogArchiveTimeout);",yes,Inappropriate threshold in P¡úV
postgresql,DeadlockTimeout,return (diff >= msec * INT64CONST(1000));,P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
postgresql,wal_receiver_status_interval,return (diff >= msec * INT64CONST(1000));,P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,yes,Inappropriate threshold in P¡úV
postgresql,checkpoint_flush_after,"	if (wb_context->nr_pending >= *wb_context->max_pending)
		IssuePendingWritebacks(wb_context, io_context);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,effective_cache_size,"		if (subtreesize > effective_cache_size / 4)
			break;",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,effective_io_concurrency,"		for (int i = 0; i < prefetch_maximum; i++)
		{
			BlockNumber prefetch_block;

			if (!BlockSampler_HasMore(&prefetch_bs))
				break;

			prefetch_block = BlockSampler_Next(&prefetch_bs);
			PrefetchBuffer(scan->rs_rd, MAIN_FORKNUM, prefetch_block);
		}",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,from_collapse_limit,"			if (sub_members <= 1 ||
				list_length(joinlist) + sub_members + remaining <= from_collapse_limit)
				joinlist = list_concat(joinlist, sub_joinlist);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,Log_RotationSize,"			if (ftell(syslogFile) >= Log_RotationSize * 1024L ||
				(csvlogFile != NULL && ftell(csvlogFile) >= Log_RotationSize * 1024L) ||
				(jsonlogFile != NULL && ftell(jsonlogFile) >= Log_RotationSize * 1024L))
				SetLatch(MyLatch);",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,log_temp_files,"		if ((size / 1024) >= log_temp_files)
			ereport(LOG,
					(errmsg(""temporary file: path \""%s\"", size %lu"",
							path, (unsigned long) size)));",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,max_files_per_process,"		if (used >= max_to_probe)
			break;",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,max_parallel_apply_workers_per_subscription,"	if (is_parallel_apply_worker &&
		nparallelapplyworkers >= max_parallel_apply_workers_per_subscription)
	{
		LWLockRelease(LogicalRepWorkerLock);
		return false;
	}",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,max_stack_depth,"	if (stack_depth > max_stack_depth_bytes &&
		stack_base_ptr != NULL)
		return true;",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,max_wal_senders,for (i = 0; i < max_wal_senders; i++),P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,max_worker_processes,"	if (++numworkers > max_worker_processes)
	{
		ereport(LOG,
				(errcode(ERRCODE_CONFIGURATION_LIMIT_EXCEEDED),
				 errmsg(""too many background workers""),
				 errdetail_plural(""Up to %d background worker can be registered with the current settings."",
								  ""Up to %d background workers can be registered with the current settings."",
								  max_worker_processes,
								  max_worker_processes),
				 errhint(""Consider increasing the configuration parameter \""max_worker_processes\""."")));
		return;
	}",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,MaxConnections,"	if (SuperuserReservedConnections + ReservedConnections >= MaxConnections)
	{
		write_stderr(""%s: superuser_reserved_connections (%d) plus reserved_connections (%d) must be less than max_connections (%d)\n"",
					 progname,
					 SuperuserReservedConnections, ReservedConnections,
					 MaxConnections);
		ExitPostmaster(1);
	}",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
postgresql,wal_keep_size_mb,"		if (currSegNo - segno < keep_segs)
		{
			/* avoid underflow, don't go below 1 */
			if (currSegNo <= keep_segs)
				segno = 1;
			else
				segno = currSegNo - keep_segs;
		}",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,yes,Inappropriate threshold in P¡úV
yarn,FEDERATION_AMRMPROXY_REGISTER_UAM_RETRY_COUNT,"        if (++retry > retryCount) {
          LOG.info(""Maxed out Federation retries. Giving up!"");
          throw e;
        }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,runtime error,"LOG.info(""Maxed out Federation retries. Giving up!"");",no,Inappropriate threshold in P¡úV
yarn,FEDERATION_STATESTORE_CLEANUP_RETRY_COUNT,"        if (++retry > retryCount) {
          LOG.info(""Maxed out Federation retries. Giving up!"");
          throw e;
        }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,runtime error,"LOG.info(""Maxed out Federation retries. Giving up!"");",no,Inappropriate threshold in P¡úV
yarn,FS_RM_STATE_STORE_NUM_RETRIES,"          if (++retry > fsNumRetries) {
            LOG.info(""Maxed out FS retries. Giving up!"");
            throw e;
          }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,runtime error,"LOG.info(""Maxed out FS retries. Giving up!"");",no,Inappropriate threshold in P¡úV
yarn,SHARED_CACHE_NESTED_LEVEL,"   if (cacheDepth <= 0) {
      LOG.warn(""Specified cache depth was less than or equal to zero.""
          + "" Using default value instead. Default: {}, Specified: {}"",
          YarnConfiguration.DEFAULT_SHARED_CACHE_NESTED_LEVEL, cacheDepth);
      cacheDepth = YarnConfiguration.DEFAULT_SHARED_CACHE_NESTED_LEVEL;
    }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,unexpected results,"LOG.warn(""Specified cache depth was less than or equal to zero.""
          + "" Using default value instead. Default: {}, Specified: {}"",
          YarnConfiguration.DEFAULT_SHARED_CACHE_NESTED_LEVEL, cacheDepth);",no,Inappropriate threshold in P¡úV
yarn,RM_DT_RENEWER_THREAD_RETRY_MAX_ATTEMPTS,"            if (evt.getAttempt() < tokenRenewerThreadRetryMaxAttempts) {
              renewalTimer.schedule(
                  getTimerTask((AbstractDelegationTokenRenewerAppEvent) evt),
                  tokenRenewerThreadRetryInterval);
            } else {
              LOG.info(
                  ""Exhausted max retry attempts {} in token renewer ""
                      + ""thread for {}"",
                  tokenRenewerThreadRetryMaxAttempts, evt.getApplicationId());
            }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,"              LOG.info(
                  ""Exhausted max retry attempts {} in token renewer ""
                      + ""thread for {}"",
                  tokenRenewerThreadRetryMaxAttempts, evt.getApplicationId());",no,Inappropriate threshold in P¡úV
yarn,AM_SCHEDULING_NODE_BLACKLISTING_ENABLED,"    if (currentBlacklistSize < failureThreshold) {
      LOG.debug(""blacklist size {} is less than failure threshold ratio {}""
          + "" out of total usable nodes {}"", currentBlacklistSize,
          blacklistDisableFailureThreshold, numberOfNodeManagerHosts);
      ret = ResourceBlacklistRequest.newInstance(blacklist, EMPTY_LIST);
    }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,"      LOG.debug(""blacklist size {} is less than failure threshold ratio {}""
          + "" out of total usable nodes {}"", currentBlacklistSize,
          blacklistDisableFailureThreshold, numberOfNodeManagerHosts);",no,Inappropriate threshold in P¡úV
yarn,LOAD_BASED_SC_SELECTOR_THRESHOLD,"      if (targetPendingCount == -1 || targetPendingCount < maxThreshold) {
        return targetId;
      }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,no,Inappropriate threshold in P¡úV
yarn,RM_AM_MAX_ATTEMPTS,"            if (appAttempt.rmApp.getMaxAppAttempts() > 1
                && numberOfFailure < appAttempt.rmApp.getMaxAppAttempts()) {
              keepContainersAcrossAppAttempts = true;
            }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,no,Inappropriate threshold in P¡úV
yarn,TIMELINE_SERVICE_CLIENT_MAX_RETRIES,"    while (retries > 0) {
      TimelineHealth timelineHealth = writer.getHealthStatus();
      if (timelineHealth.getHealthStatus().equals(
              TimelineHealth.TimelineHealthStatus.RUNNING)) {
        return true;
      } else {
        try {
          Thread.sleep(writeRetryInterval);
        } catch (InterruptedException ex) {
          Thread.currentThread().interrupt();
          throw ex;
        }
        retries--;
      }
    }",P¡úV,Reliability,Fault Tolerance,Retry Limitation,/,/,/,no,Inappropriate threshold in P¡úV
yarn,IN_MEMORY_STALENESS_PERIOD_MINS,"    if (accessTime == -1) {
      // check modification time
      long modTime = file.getModificationTime();
      // if modification time is older then the store startup time, we need to
      // just use the store startup time as the last point of certainty
      long lastUse = modTime < this.startTime ? this.startTime : modTime;
      return lastUse < staleTime;
    } else {
      // check access time
      return accessTime < staleTime;
    }",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,no,Inappropriate threshold in P¡úV
yarn,TIMELINE_SERVICE_CLIENT_INTERNAL_TIMERS_TTL_SECS,"      if (Time.monotonicNow() - this.timeStampOfLastWrite
          >= this.timerTaskRetainTTL) {",P¡úV,Reliability,Fault Tolerance,Timeout Limitation,/,/,/,no,Inappropriate threshold in P¡úV
yarn,TIMELINE_SERVICE_LEVELDB_WRITE_BATCH_SIZE,"          if (batchSize >= writeBatchSize) {
            LOG.debug(""Preparing to delete a batch of {} old start times"",
                batchSize);
            starttimedb.write(writeBatch);
            LOG.debug(""Deleted batch of {}. Total start times deleted""
                + "" so far this cycle: {}"", batchSize, startTimesCount);
            IOUtils.cleanupWithLogger(LOG, writeBatch);
            writeBatch = starttimedb.createWriteBatch();
            batchSize = 0;
          }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"            LOG.debug(""Preparing to delete a batch of {} old start times"",
                batchSize);
            starttimedb.write(writeBatch);
            LOG.debug(""Deleted batch of {}. Total start times deleted""
                + "" so far this cycle: {}"", batchSize, startTimesCount);",no,Inappropriate threshold in P¡úV
yarn,DistributedOpportunisticContainerAllocator,"          remAllocs =
              maxAllocationsPerAMHeartbeat - allocatedContainers.size()
                  - getTotalAllocations(allocations);
          if (remAllocs <= 0) {",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"            LOG.info(""Not allocating more containers as we have reached max ""
                    + ""allocations per AM heartbeat {}"",
                maxAllocationsPerAMHeartbeat);",no,Inappropriate threshold in P¡úV
yarn,RM_SCHEDULER_MINIMUM_ALLOCATION_VCORES,"    if (capability.getMemorySize() < minAllocMb
        || capability.getVirtualCores() < minAllocVcores) {
      String message = ""NodeManager from  "" + host
          + "" doesn't satisfy minimum allocations, Sending SHUTDOWN""
          + "" signal to the NodeManager. Node capabilities are "" + capability
          + ""; minimums are "" + minAllocMb + ""mb and "" + minAllocVcores
          + "" vcores"";
      LOG.info(message);
      response.setDiagnosticsMessage(message);
      response.setNodeAction(NodeAction.SHUTDOWN);
      return response;
    }",P¡úV,Performance,Workload Adaption,Resource Limitation,/,Performance Degradation,"      String message = ""NodeManager from  "" + host
          + "" doesn't satisfy minimum allocations, Sending SHUTDOWN""
          + "" signal to the NodeManager. Node capabilities are "" + capability
          + ""; minimums are "" + minAllocMb + ""mb and "" + minAllocVcores
          + "" vcores"";
      LOG.info(message);",no,Inappropriate threshold in P¡úV
yarn,LOG_AGGREGATION_DEBUG_FILESIZE,"                  if (fileSize >= logFileSizeThreshold) {
                    LOG.debug(""Log File "" + uploadedFilePath + "" size is "" + fileSize + "" bytes"");
                  }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"LOG.debug(""Log File "" + uploadedFilePath + "" size is "" + fileSize + "" bytes"");",no,Inappropriate threshold in P¡úV
yarn,NM_LOG_DELETE_THRESHOLD,"            if (appLogSize >= deleteThreshold) {
              LOG.info(""Log Deletion for application: {}, with no delay, size={}"", appId, appLogSize);
              sched.schedule(logDeleter, 0, TimeUnit.SECONDS);
              logDeleterStarted = true;
            }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,"LOG.info(""Log Deletion for application: {}, with no delay, size={}"", appId, appLogSize);",no,Inappropriate threshold in P¡úV
yarn,FEDERATION_STATESTORE_MAX_APPLICATIONS,"      while (rs.next() && appsHomeSubClusters.size() <= maxAppsInStateStore) {

        // Extract the output for each tuple
        String applicationId = rs.getString(""applicationId"");
        String homeSubCluster = rs.getString(""homeSubCluster"");

        appsHomeSubClusters.add(ApplicationHomeSubCluster.newInstance(
            ApplicationId.fromString(applicationId),
            SubClusterId.newInstance(homeSubCluster)));
      }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
yarn,NM_OPPORTUNISTIC_CONTAINERS_MAX_QUEUE_LENGTH,"        } else {
          isQueued =
              queuedOpportunisticContainers.size() < maxOppQueueLength;
        }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
yarn,NUMBER_OF_ASYNC_ENTITIES_TO_MERGE,"              if (count == numberOfAsyncsToMerge) {
                // Flush the entities if the number of the async
                // putEntities merged reaches the desired limit. To avoid
                // collecting multiple entities and delaying for a long
                // time.
                entitiesHolder.run();
                break;
              }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
yarn,RM_MAX_LOG_AGGREGATION_DIAGNOSTICS_IN_MEMORY,"          if (diagnostics.size()
              == maxLogAggregationDiagnosticsInMemory) {
            diagnostics.remove(0);
          }",P¡úV,Performance,Workload Adaption,Resource Limitation,Prevent excessive resource utilization,Performance Degradation,/,no,Inappropriate threshold in P¡úV
